,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,"C-STUDIOS FILE NAMING CONVENTIONS
File Naming: Name_Title_Year_Project_Added by

NOTE: project refers to specific CS project, only name if known.",
,,,,,,"Hi Maggie, thanks so much I would ike to inclide the album title here also.",,,,,,,
,,,,,,"I might have added to many songs from a project on the folder. I don't think we need to add more than 2 per project max. that's why highlighting the album is key I think, please add the link also ",,,,,,,
,,ASSET ,TITLE,NAME ,ALBUM,YEAR,PROJECT,ADDED,BY,FILE NAME ,NOTES,,"
,,,Since I Seen't You,Anthony Hamilton,Comin' From Where I'm From,2003,,12/05/2026,Cynthia,AnthonyHamilton_SinceISeen'tYou_2003_CI,,,
,,,Beep Me 911 (feat. 702 & Magoo),"Missy Elliott
702
Magoo",Supa Dupa Fly,1997,,12/05/2026,Cynthia,MissyElliott+702+Magoo_BeepMe911(feat.702&Magoo)_1997_CI,,,
,,,Mansur's Interlude,Ojerime,B4 I Breakdown,2020,,12/05/2026,Cynthia,Ojerime_Mansur'sInterlude_2020_CI,,,
,,,cz,Mk.gee,A Museum Of Contradiction,2020,,12/05/2026,Cynthia,Mk.gee_cz_2020_CI,,,
,,,Honton Kan Do Go Me - Jerk Fon,Orchestre Poly-Rythmo de Cotonou,"The Skeletal Essences of Afro Funk, Vol. 3: 1969-1980 (Anolog Africa No. 13)",2013,,12/05/2026,Cynthia,OrchestrePoly-RythmodeCotonou_HontonKanDoGoMe-JerkFon_2013_CI,,,
,,,Bixby,Delroy Edwards,Hangin' At The Beach,2016,,12/05/2026,Cynthia,DelroyEdwards_Bixby_2016_CI,,,
,,,Reno,SEES00000,Miracle-Tech,2023,,12/05/2026,Cynthia,SEES00000_Reno_2023_CI,,,
,,,4Es'J,Karriem Riggins,Headnod Suite,2017,,12/05/2026,Cynthia,KarriemRiggins_4Es'J_2017_CI,,,
,,,Bitter,Chanté Moore,Exposed,2000,,12/05/2026,Cynthia,ChantéMoore_Bitter_2000_CI,,,
,,,Da City of a Hunnid Plays,Niontay,Dontay's Inferno,2023,,12/05/2026,Cynthia,Niontay_DaCityofaHunnidPlays_2023_CI,,,
,,,How Will I Know,Whitney Houston,Whitney Houston,1985,,12/05/2026,Cynthia,WhitneyHouston_HowWillIKnow_1985_CI,,,
,,,Billie Jean,Michael Jackson,Thriller,1983,,12/05/2026,Cynthia,MichaelJackson_BillieJean_1983_CI,,,
,,,The Longest Sleep,Ssaliva,I'm the One with No Soul,2020,,12/05/2026,Cynthia,Ssaliva_TheLongestSleep_2020_CI,,,
,,,Is It What You Want,"Lee Tracy
Isaac Manning",Is It What You Want,2022,,12/05/2026,Cynthia,LeeTracy+IsaacManning_IsItWhatYouWant_2022_CI,,,
,,,Black Matter,Voice Actor,Sent From My Telephone,2022,,12/05/2026,Cynthia,VoiceActor_BlackMatter_2022_CI,,,
,,,"Birds, Pt. 1",Chassol,Big Sun,2015,,12/05/2026,Cynthia,"Chassol_Birds,Pt.1_2015_CI",,,
,,,Love Sosa,Chief Keef,Finally Rich,2012,,12/05/2026,Cynthia,ChiefKeef_LoveSosa_2012_CI,,,
,,,Mass - ‘Emmanuel’,Sister Irene O'Connor,Fire of God's Love,1973,,14/05/2026,Jess Young,SisterIreneO'Connor_Mass-'Emmanuel'_FireofGod'sLove_1973_JY,,https://open.spotify.com/track/2JBtVtAMvshR2MNquYN2VT?si=3fee779c8f424003,
,,,Stani Mi Maytcho,The Bulgarian State Radio & Television Female Vocal Choir,Le Mystere des Voix Bulgares Vol. 2,1988,,14/05/2026,Jess Young,TheBulgarianStateRadio&TelevisionFemaleVocalChoir_StaniMiMaytcho_LeMysteredesVoicBulgaresVol.2_1988_JY,,https://open.spotify.com/track/3YZ1QV9qsfnQtSoASBkoWX?si=46998375e38f4331,
,,,Dream 2 Science,Dream 2 Science,Dream 2 Science,2012,,14/05/2026,Jess Young,Dream2Science_Dream2Science_Dream2Science_2012_JY,,https://open.spotify.com/track/6Y0RrC84OxkMBmQ1VKm4BS?si=fbd943a567dc48dc,
,,,The Sea Of Core Experience,Single Gun Theory,"Flow, River Of My Soul",1994,,14/05/2026,Jess Young,"SingleGunTheory_TheSeaofCoreExperience_Flow,RiverOfMySoul_1994_JY",,https://open.spotify.com/track/4lmSAQigk1OXehSireFFQg?si=3713b2018e794dbf,
,,,I Want Your (Hands on Me),Sinéad O'Connor,The Lion and the Cobra,1987,,14/05/2026,Jess Young,SinéadO'Connor_IWantYour(HandsonMe)_TheLionandtheCobra_1987_JY,,https://open.spotify.com/track/3FwJ6vxxKhhvet3DM042p9?si=ae1cb69125604d5d,
,,,Little Sister,Saâda Bonaire,Saâda Bonaire,2013,,14/05/2026,Jess Young,SaâdaBonaire_LittleSister_SaâdaBonaire_2013_JY,,https://open.spotify.com/track/7o6EUXQmAZotrjm399DiKy?si=2a6aafeb84db40a4,
,,,Ray of Light,Madonna,Ray of Light,1998,,14/05/2026,Jess Young,Madonna_RayofLight_RayofLight_1998_JY,,https://open.spotify.com/track/4Fpsa3pYc3gozrxHRRPvR6?si=40ac52f2cdbf49b5,
,,,Girl Like Me,PinkPantheress,Fancy That,2025,,14/05/2026,Jess Young,PinkPantheress_GirlLikeMe_FancyThat_2025_CI,,https://open.spotify.com/track/7aYGCP34Xo6XujY7Ix1DxB?si=40c69dbd37194961,
,,,different,00ab,different,2025,,14/05/2026,Jess Young,00ab_different_different_2025_JY,,https://open.spotify.com/track/5GNKaq1GTzoD46PNpX57jI?si=8cfd1ecf4e2542a9,
,,,Man Don't Care,"Jme
Giggs",Integrity>,2015,,14/05/2026,Jess Young,Jme+Giggs_ManDon'tCare_Integrity>_2015_JY,,https://open.spotify.com/track/04tGB3iBg3EFjmHt7XmOoO?si=4c6d4a2551ff4cec,
,,,"Når det blåser, velter over","Smerz
GAEA",Tidligere den dagen,2024,,14/05/2026,Jess Young,"Smerz+GAEA_Nårdetblåser,velteover_Tidligeredendagen_2024_JY",,https://open.spotify.com/track/0SjQBY67JPqDEjZN1g4DrP?si=7987742101234762,
,,,Brill verb,Felicity J Lord,FJL,2025,,14/05/2026,Jess Young,FelicityJLord_Brillverb_FJL_2025_JY,,https://open.spotify.com/track/1JylDqaK7G1EMueGPv2H9y?si=a657dffa2382477e,
,,,Just Because It's a Funeral Doesn't Mean We Can't Rave,CRYSTALLMESS,Mere Noises,2018,,14/05/2026,Jess Young,CRYSTALLMESS_JustBecauseIt'saFuneralDoesn'tMeanWeCan'tRave_MereNoises_2018_JY,,https://open.spotify.com/track/3pKNysUoe9aUnYIBedeVLn?si=05a02c08d4c04888,
,,,Paparazzi,Rat Section,What Stays In Vegas,2023,,14/05/2026,Jess Young,RatSection_Paparazzi_WhatStaysInVegas_2023_JY,,https://open.spotify.com/track/0uTGdzeqrwdwL4R8SIjlaH?si=81d1e910cceb4c37,
,,,Kitam gyvenime outro,Micro One,Nekronomikonas,2022,,14/05/2026,Jess Young,MicroOne_Kitamgyvenimeoutro_Nekronomikonas_2022_JY,,https://open.spotify.com/track/3YjSU4C6Hq2qxigwpNBAvr?si=d9de22eff1474e7f,
,,,Rain Water Promise,Nourished by Time,Erotic Probiotic 2,2023,,14/05/2026,Jess Young,NourishedbyTime_RainWaterPromise_EroticProbiotic2_2023_JY,,https://open.spotify.com/track/2SC4uz54Q1UOTTvtCipZi5?si=b6b5560fd4ea4d6f,
,,,THOUSAND KNIVES,"Ryuichi Sakamoto
Kazumi Watanabe",TOKYO JOE,1997,,14/05/2026,Jess Young,RyuichiSakamoto+KazumiWatanabe_THOUSANDKNIVES_TOKYOJOE_1997_JY,,https://open.spotify.com/track/7dVQjSVyhMIpTumMBQYqhe?si=78308ce9583f4cca,
,,,Night And Day,Raymond Scott,"Manhattan Research, Inc.",2000,,14/05/2026,Jess Young,"RaymondScott_NightandDay_ManhattanResearch,Inc._2000_JY",,https://open.spotify.com/track/7hflY8LpoAi4bUF7hBOWSX?si=a00c096e0cfe4a44,
,,,Spacelab - 2009 Remaster,Kraftwerk,The Man-Machine (2009 Remaster),1978,,14/05/2026,Jess Young,Kraftwerk_Spacelab-2009Remaster_TheMan-Machine(2009Remaster)_1978_JY,,https://open.spotify.com/track/48Q7pVDuBivnR5rdf6RGYT?si=dab1ee2a9cda4112,
,,,Si veriash a la rana,Tarta Relena,És pregunta,2024,,14/05/2026,Jess Young,TartaRelena_Siveriashalarana_Éspregunta_2024_JY,,https://open.spotify.com/track/3JnqndyhI69VqLaHyWAoux?si=8c7c732985f44a2b,
,,,Jeno Neto,"Hadi Azrak
Charles Khoury",Jeno Neto,2023,,14/05/2026,Jess Young,HadiAzrak+CharlesKhoury_JenoNeto_JenoNeto_2023_JY,,https://open.spotify.com/track/04louZbgRbPblYU0mUyb6I?si=938b40abc7a24f94,
,,,la paradoja,Juana Molina,DOGA,2025,,14/05/2026,Jess Young,JuanaMolina_laparadoja_DOGA_2025_JY,,https://open.spotify.com/track/3qbnzLfavtMUX100qPGcuZ?si=b7b9b8036cd44f6b,
,,,Borough Park,Chaia,Yiddish Electronic,2025,,14/05/2026,Jess Young,Chaia_BoroughPark_YiddishElectronic_2025_JY,,https://open.spotify.com/track/6XUhDHkqmrcxuzSfJhbTrB?si=99be25dd1fa847f4,
,,,Every Grain Of Palestinian Sand,Muslimgauze,Mullah Said,1998,,14/05/2026,Jess Young,Muslimgauze_EverGrainofPalestinianSand_MullahSaid_1998_JY,,https://open.spotify.com/track/46h8rqhMNFpBRWMxUSI6qO?si=98a17f084dd049b4,
,,,Shmaali شمالي,Yasmine Hamdan,I remember I forget بنسى وبتذكر,2025,,14/05/2026,Jess Young,YasmineHamdan_Shmaali_IrememberIforget_2025_JY,,https://open.spotify.com/track/4f9dniVOKKrCp5ObTm0MP0?si=7594c6e1f11c461f,
,,,Mantra of Buddha Akshobhya 不动佛心咒,Howie Lee,At The Drolma Wesel-Ling Monastery,2024,,14/05/2026,Jess Young,HowieLee_MantraofBuddhaAkshobhya不动佛心咒_AtTheDrolmaWesel-LingMonastery_2024_JY,,https://open.spotify.com/track/2XvrIQWh9CUBlFOM9Ykd42?si=c5300300bd364a64,
,,,Porcelana,"ROSALÍA
Dougie F",LUX,2025,,14/05/2026,Jess Young,ROSALÍA+DougieF_Porcelana_LUX_2025_JY,,https://open.spotify.com/track/3hETtcSLmNncBjPMLHtVZs?si=35bfc65d82a74757,
,,,Sadeness,Enigma,Love Sensuality Devotion: The Greatest Hits,2001,,14/05/2026,Jess Young,Enigma_Sadeness_LoveSensualityDevotion:TheGreatestHits_2001_JY,,https://open.spotify.com/track/57h06SZNL6LJ3YKZ1UGCeu?si=e495c72dfad34b04,
,,,A Dream Goes On Forever,"Vegyn
John Glacier",The Road To Hell Is Paved With Good Intentions,2024,,14/05/2026,Jess Young,Vegyn+JohnGlacier_ADreamGoesOnForever_TheRoadToHellIsPavedWithGoodIntentions_2024_JY,,https://open.spotify.com/track/1CGT5LV74SNzXFnVmTdAE8?si=a513dc1fdad44252,
,,,Blessed Easter,Holger Czukay,Rome Remains Rome,2018,,14/05/2026,Jess Young,HolgerCzukay_BlessedEaster_RomeRemainsRome_2018_JY,,https://open.spotify.com/track/1F4LZlbDLiQavNgq5dMkMm?si=fc14b9bb820440b5,
,,,God Only Knows,The Langley Schools Music Project,Innocence and Despair,2001,,14/05/2026,Jess Young,TheLangleySchoolsMusicProject_GodOnlyKnows_InnocenceandDespair_2001_JY,,https://open.spotify.com/track/0QgHsoaf8OA4T8R1lYyNuD?si=f2988408e72a4f1a,
,,,Tapestry from an Asteroid,Sun Ra,We Travel the Spaceways,2014,,14/05/2026,Jess Young,SunRa_TapestryfromanAsteroid_WeTraveltheSpaceways_2014_JY,,https://open.spotify.com/track/0EjtZmOLT6WLShJRHCFWVU?si=0ca68dcab8334d53,
,,,The Man With The Golden Arm,Barry Adamson,Moss Side Story,1989,,14/05/2026,Jess Young,BarryAdamson_TheManWithTheGoldenArm_MossSideStory_1989_JY,,https://open.spotify.com/track/2UCNKDYoJzoqvUxsVExH43?si=6898ca7568a143e1,
,,,Nobody Knows,Pastor T.L. Barrett and the Youth for Christ Choir,Like a Ship (Without a Sail),1971,,14/05/2026,Jess Young,PastorT.L.BarrettandtheYouthforChristChoir_LikeaShip(WithoutaSail)_1971_JY,,https://open.spotify.com/track/2TM24qZOOgsmA94g6Ovy48?si=fac0dfe9280c48fa,
,,,Oh Qué Será?,Willie Colón,Greatest Hits,2008,,14/05/2026,Jess Young,WillieColón_OhQuéSerá?_GreatestHits_2008_JY,,https://open.spotify.com/track/2n1MTLCis6qPSDKdr5XSDI?si=7d9022f2d41c4d6c,
,,,Children of Tomorrow's Dreams,"Theatre West
Black Fire",Bow to the People,2021,,14/05/2026,Jess Young,ThreatreWest+BlackFire_ChildrenofTomorrow'sDreams_BowtothePeople_2021_JY,,https://open.spotify.com/track/6aXe3RZq5VVApbqie7sEup?si=7ba2e54fbacc4da2,
,,,Anchi Bale Game,Admas,Sons of Ethiopia,2020,,14/05/2026,Jess Young,Admas_AnchiBaleGame_SonsofEthiopia_2020_JY,,https://open.spotify.com/track/1DN07O8ryZhUML47Pj00E8?si=d7df0e0486c54278,
,,,Agrim Agadez,Etran de L'AÏr,No. 1,2018,,14/05/2026,Jess Young,EtrandeL'AÏr_AgrimAgadez_No.1_2018_JY,,https://open.spotify.com/track/784k9MLp8Sce2hcItg5eaL?si=b7740bc5a0b640af,
,,,4 Words Hardens,Asayake Production,Asayake Breaks Record dictionary,2020,,14/05/2026,Jess Young,AsayakeProduction_4WordsHardens_AsayakeBreaksRecorddictionary_2020_JY,,https://open.spotify.com/track/4CSt0Z2WUCYjzsc3BTxtPG?si=139afe3014fd4fa3,
,,,Big Time Sensuality,Björk,Debut,1993,,14/05/2026,Jess Young,Björk_BigTimeSensuality_Debut_1993_JY,,https://open.spotify.com/track/5diiEB0edX69v9x3e96NyO?si=b965938e29184330,
,,,Frou-frou Foxes in Midsummer Fires,Cocteau Twins,Heaven or Las Vegas,1990,,14/05/2026,Jess Young,CocteauTwins_Frou-frouFoxesinMidsummerFires_HeavenorLasVegas_1990_JY,,https://open.spotify.com/track/6i18oi8cbvlv9Y2QVBSzkB?si=6f627aaa53c44c1a,
,,,Continuum 3,Nala Sinephro,Endlessness,2024,,14/05/2026,Jess Young,NalaSinephro_Continuum3_Endlessness_2024_JY,,https://open.spotify.com/track/0AXfx8KBcjY3TlrHmApvNr?si=7358812aa67b4cf2,
,,,daj mi,Rat Section,daj mi,2025,,14/05/2026,Jess Young,RatSection_dajmi_dajmi_2025_JY,,https://open.spotify.com/track/5jPeW9araWoaKZtd4vdcW4?si=cebce9b41823473d,
,,,Wiip Intro,Emma DJ,Lay2g,2024,,14/05/2026,Jess Young,EmmaDJ_WiipIntro_Lay2g_2024_JY,,https://open.spotify.com/track/4pYhthabbvrG5SUxV5SXWE?si=93e0ff2a2f3a42c0,
,,,Eg,"mu tate
NEXCYIA
Exzald S",Labège,2025,,14/05/2026,Jess Young,mutate+NEXCYIA+ExzaldS_Eg_Labège_2025_JY,,https://open.spotify.com/track/23kHYdJF2oTJLIHLeWAgnt?si=1d27181f2c184bdd,
,,,Truisms 4 Dummies,Headache,The Head Hurts but the Heart Knows the Truth,2023,,14/05/2026,Jess Young,Headache_Truisms4Dummies_TheHeadHurtsbuttheHeartKnowstheTruth_2023_JY,,https://open.spotify.com/track/40oMDrqiESAbKzfnK6avpB?si=24fc16ab55534046,
,,,ZOOT KOOK,SANDII,EATING PLEASURE,2006,,14/05/2026,Jess Young,SANDII_ZOOTKOOK_EATINGPLEASURE_2006_JY,,https://open.spotify.com/track/3bgu3131q5kONCUXd2msMk?si=27ea42e1df41427d,
,,,Heart2Heart,trickpony,24/7 Heaven,2025,,14/05/2026,Jess Young,trickpony_Heart2Heart_24/7Heaven_2025_JY,,https://open.spotify.com/track/260AnYiNj5oWHex1bbksLu?si=a23e7298fbf1448e,
,,,distance,Hype Williams,L's,2020,,14/05/2026,Jess Young,HypeWilliams_distance_L's_2020_JY,,https://open.spotify.com/track/1Vm1MjECozEnynBcUgn5Nf?si=c4a82efccfca48d6,
,,,99.3,Anysia Kym,Pressure Sensitive,2023,,14/05/2026,Jess Young,AnysiaKym_99.3_PressureSensitive_2023_JY,,https://open.spotify.com/track/2u2W7EqspbsDZGA2maKV1e?si=3b1a241a8e294540,
,,,Hard Refresh [DJ_Dave Remix],DJ_Dave,Hard Refresh [DJ_Dave Remix],2025,,14/05/2026,Jess Young,DJ_Dave_HardRefresh[DJDaveRemix]_2025_JY,,https://open.spotify.com/track/2aFBhHVSywJczQIsWRxkgZ?si=423ad1219af54e8b,
,,,Chastity (Somewhen Remix),"Pussy Riot
Boys Noize
Alice Glass
Somewhen",Chastity Remixes,2023,,14/05/2026,Jess Young,PussyRiot+BoysNoize+AliceGlass+Somewhen_Chastity(SomewhenRemix)_ChastityRemixes_2023_JY,,https://open.spotify.com/track/3y0tDFDuqdiLeEvldDsgmp?si=d969c67a9159475d,
,,,London is the Place for Me,Lord Kitchener,8,2019,,14/05/2026,Jess Young,LordKitchener_LondonisthePlaceforMe_8_2019_JY,,https://open.spotify.com/track/0IezCnozISFe0JXN65R5SZ?si=510ae5e2bce84173,
,,,When Sly Calls (Don't Touch That Phone),Michael Franks,Passion Fruit,1983,,14/05/2026,Jess Young,MichaelFranks_WhenSlyCalls(Don'tTouchThatPhone)_PassionFruit_1983_JY,,https://open.spotify.com/track/0wnDkkwgq5z6qZyIg72oMO?si=6ffb66481a01456e,
,,,Tunan,Mamman Sani,La Musique Électronique Du Niger,2013,,14/05/2026,Jess Young,MammanSani_Tunan_LaMusiqueÉlectroniqueDuNiger_2013_JY,,https://open.spotify.com/track/1s0O1tVHd0a45Dh3HUcKt5?si=eca9ad2c705b4fc4,
,,,Blue Sky And Yellow Sunflower,Susumu Yokota,Symbol,2005,,14/05/2026,Jess Young,SusumuYakota_BlueSkyAndYellowSunflower_Symbol_2005_JY,,https://open.spotify.com/track/6Mk96t3t5qR5YJ8ftCW18V?si=d518f2ab639846f7,
,,,Reverie,"Claude Debussy
Isao Tomita",Snowflakes Are Dancing,1974,,14/05/2026,Jess Young,ClaudeDebussy+IsaoTomita_Reverie_SnowflakesAreDancing_1974_JY,,https://open.spotify.com/track/3ARN8HfMVk3Fe3iWk2Ftyc?si=12714b00380b4cf1,
,,,Make Her Feel Good,Teairra Marí,Roc-A-Fella Records Presents Teairra Mari,2005,,14/05/2026,Cynthia Igbokwe,TeairraMarí_MakeHerFeelGood_Roc-A-FellaRecordsPresentsTeairraMari_2005_CI,,https://open.spotify.com/track/03B0yrE4zrioHjmY05l9xz?si=b1c8605cf932455f,
,,,f****y dub,amr*,dub muzik,2024,,14/05/2026,Cynthia Igbokwe,amr*_f****ydub_dubmuzik_2024_CI,,,
,,,A Part Of A Fool,One'Sy Mack,Drug Story,2022,,14/05/2026,Cynthia Igbokwe,One'SyMack_APartOfAFool_DrugStory_2022_CI,,,
,,,Love Hater,Outkast,Speakerboxxx/The Love Below,2003,,14/05/2026,Cynthia Igbokwe,Outkast_LoveHater_Speakerboxxx/TheLoveBelow_2003_CI,,,
,,,POPPING,"Lil Xelly
Tony Shhnow",POPPING,2021,,14/05/2026,Cynthia Igbokwe,LilXelly+TonyShhnow_POPPING_POPPING_2021_CI,,,
,,,Jump the Turnstile,"Jordana
TV Girl",Summer's Over,2021,,14/05/2026,Cynthia Igbokwe,Jordana+TVGirl_jumptheTurnstile_Summer'sOver_2021_CI,,,
,,,You Can't Change a Man,Christy Essien Igbokwe,One Understanding,1979,,14/05/2026,Cynthia Igbokwe,ChristyEssienIgbokwe_YouCan'tChangeaMan_OneUnderstanding_1979_CI,,,
,,,Kinetica,Port Henry,Laugh Without a Sound,2020,,14/05/2026,Cynthia Igbokwe,PortHenry_Kinetica_LaughWithoutaSound_2020_CI,,,
,,,Big Yellow Taxi,Joni Mitchell,Ladies of the Canyon,1970,,14/05/2026,Cynthia Igbokwe,JoniMitchell_BigYellowTaxi_LadiesoftheCanyon_1970_CI,,,
,,,Shine,Hafeez,Amateur,2024,,14/05/2026,Cynthia Igbokwe,Hafeez_Shine_Amateur_2024_CI,,,
,,,Dog-tired,Camille Keller,dog-tired,2022,,14/05/2026,Cynthia Igbokwe,CamilleKeller_Dog-tired_dog-tired_2022_CI,,,
,,,if you're listening (interlude),Laila!,Gap Year! ,2024,,14/05/2026,Cynthia Igbokwe,Laila!_ifyou'relistening(interlude)_GapYear!_2024,,,
,,,Je'nwi Temi (Don't Gag Me),Fela Kuti,Afrodisiac,1973,,14/05/2026,Cynthia Igbokwe,FelaKuti_Je'nwiTemi(Don'tGagMe)_Afrodisiac_1973_CI,,,
,,,Mi Manchi Ancora - 1997 Remaster,Matia Bazar,Melò (1997 Remaster),1979,,14/05/2026,Cynthia Igbokwe,MatiaBazar_MiManchiAncora-1997Remaster_Melò(1997Remaster)_1979_CI,,,
,,,Living In The Past,Unnatural Funk Band,Strange Happenings b/w Living In The Past,2013,,14/05/2026,Cynthia Igbokwe,UnnaturalFunkBand_LivingInThePast_StranegeHappeningsb/wLivingInThePast_2013_CI,,,
,,,LOVE TRIP,間宮 貴子,LOVE TRIP,1982,,14/05/2026,Cynthia Igbokwe,間宮 貴子_LOVETRIP_LOVETRIP_1982_CI,,,
,,,Plastic Love,Mariya Takeuchi,Expressions,2008,,14/05/2026,Cynthia Igbokwe,MariyaTakeuchi_PlasticLove_Expressions_2008_CI,,,
,,,Millas,ATELYE MARC,MAGNETIC GARDEN,2024,,14/05/2026,Cynthia Igbokwe,ATELYEMARC_Millas_MAGNETICGARDEN_2024_CI,,,
,,,La lega,"Silvia Tarozzi
Deborah Walker
Coro delle Mondine di Bentivoglio","Canti di guerra, di lavoro e  d'amore",2022,,14/05/2026,Cynthia Igbokwe,"SilviaTarozzi+DeborahWalker+CorodelleMondinediBentivoglio_Lalega_Cantidiguerra,dilavoroed'amore_2022_CI",,,
,,,Dindi,Alaíde Costa,Alaide Canta Suavemente,1960,,14/05/2026,Cynthia Igbokwe,AlaídeCosta_Dindi_AlaideCantaSuavemente_1960_CI,,,
,,,Om Shanti,Woo,When The Past Arrives,2013,,14/05/2026,Cynthia Igbokwe,Woo_OmShanti_WhenThePastArrives_2013_CI,,,
,,,My First Love,Rene & Angela,Rise,1983,,14/05/2026,Cynthia Igbokwe,Rene&Angela_MyFirstLove_Rise_1983_CI,,,
,,,Living All Alone,Phyllis Hyman,The Legacy of Phyllis Hyman,1996,,14/05/2026,Cynthia Igbokwe,PhyllisHyman_LivingAllAlone_TheLegacyofPhyllisHyman_1996_CI,,,
,,,8-Bit Bliss,"Professor Creepshow
Mackjunt.","32 Bit Breaks, Vol. 4",2023,,14/05/2026,Cynthia Igbokwe,"ProfessorCreepshow+Mackjunt._8-BitBliss_32BitBreaks,Vol.4_2023_CI",,,
,,,K-Shell,Jeff Phelps,Magnetic Eyes,1985,,14/05/2026,Cynthia Igbokwe,JeffPhelps_K-Shell_MagneticEyes_1985_CI,,,
,,,The Show Is Over,"Evelyn ""Champagne"" King",Smooth Talk (Expanded Edition),1977,,14/05/2026,Cynthia Igbokwe,"Evelyn""Champagne""King_TheShowIsOver_SmoothTalk(ExpandedEdition)_1977_CI",,,
,,,International Lover - Piano And A Microphone 1983 Version,Prince,Piano & A Microphone 1983,2018,,14/05/2026,Cynthia Igbokwe,Prince_InternationalLover-PianoAndAMicrophoneVersion1983Version_2018_CI,,,
,,,Straight From The Heart,Con Funk Shun,Con Funk Shun - 7,1981,,14/05/2026,Cynthia Igbokwe,ConFunkShun_StraightFromTheHeart_ConFunkShun-7_1981_CI,,,
,,,Nite and Day,Al B. Sure! ,In Effect Mode,1988,,14/05/2026,Cynthia Igbokwe,AlB.Sure!_NiteandDay_InEffectMode_1988_CI,,,
,,,No Other Life Without You,Greenflow,I Got'Cha b/w No Other Life Without You,1977,,14/05/2026,Cynthia Igbokwe,Greenflow_NoOtherLifeWithoutYou_IGot'Chab/wNoOther_1977_CI,,,
,,,Let Us Pray,The Gospel Clouds,Let Us Pray,1971,,14/05/2026,Cynthia Igbokwe,TheGospelClouds_LetUsPray_LetUsPray_1971_CI,,,
,,,Don't Be So Nice,Chuck Senrick,Dreamin',1976,,14/05/2026,Cynthia Igbokwe,ChuckSenrick_Don'tBeSoNice_Dreamin'_1976_CI,,,
,,,Don't Do Anything I Wouldn't Do,FearDorian,FearDorian,2024,,14/05/2026,Cynthia Igbokwe,FearDorian_Don'tDoAnythingIWouldnt'tDo_FearDorian_2024_CI,,,
,,,Thou Art With Me,LaRhonda LeGette,REACH,2021,,14/05/2026,Cynthia Igbokwe,LaRhondaLeGette_ThouArtWithMe_REACH_2021_CI,,,
,,,Test Your Patience,Anysia Kym,Truest ,2024,,14/05/2026,Cynthia Igbokwe,AnysiaKym_TestYourPatience_Truest_2024_CI,,,
,,,Torn,LeToya,LeToya,2006,,14/05/2026,Cynthia Igbokwe,LeToya_Torn_LeToya_2006_CI,,,
,,,Foxy Lady,"Lee Tracy
Isaac Manning",Foxy Lady,2024,,14/05/2026,Cynthia Igbokwe,LeeTracy+IsaacManning_FoxyLady_FoxyLady_2024_CI,,,
,,,Saving All My Love for You,"Lee Tracy
Isaac Manning",Is It What You Want? ,2024,,14/05/2026,Cynthia Igbokwe,LeeTracy+IsaacManning_SavingAllMyLoveforYou_IsItWhatYouWant?_2024_CI,,,
,,,I Can't Help but Love,David R. Trask,I Can't Help but Love,2018,,14/05/2026,Cynthia Igbokwe,DavidR.Trask_ICan'tHelpbutLove_ICan'tHelpbutLove_2018_CI,,,
,,,Snowqueen of Texas,The Mamas & The Papas,People Like Us,1971,,14/05/2026,Cynthia Igbokwe,TheMamas&ThePapas_SnowqueenofTexas_PeopleLikeUs_2018_CI,,,
,,,The Look of Love,Dusty Springfield,The Silver Collection,1988,,14/05/2026,Cynthia Igbokwe,DustySpringfield_TheLookofLove_TheSilverCollection_1988_CI,,,
,,,It Never Rains in Southern California,Albert Hammond,It Never Rains In Southern California,1972,,14/05/2026,Cynthia Igbokwe,AlbertHammond_ItNeverRainsinSouthernCalifornia_ItNeverRainsinSouthernCalifornia_1972_CI,,,
,,,Thank You - 2008 Remaster,Bonnie Raitt,Bonnie Raitt (2008 Remaster) ,1971,,14/05/2026,Cynthia Igbokwe,BonnieRaitt_ThankYou-2008Remaster_BonnieRaitt(2008Remaster)_1971_CI,,,
,,,When I Need Someone ,Black Sugar,Black Sugar,2015,,14/05/2026,Cynthia Igbokwe,BlackSugar_WhenINeedSomeone_BlackSugar_2015_CI,,,
,,,Come Get To This,Marvin Gaye ,Let's Get It On (Deluxe Edition),1973,,14/05/2026,Cynthia Igbokwe,MarvinGaye_ComeGetToThis_Let'sGetItOn(DeluxeEdition)_1973,,,
,,,Reflect 2,The Thomas Whitfield Company,Things That We Believe Vol. 1& 2,2005,,14/05/2026,Cynthia Igbokwe,TheThomasWhitfieldCompany_Reflect2_ThingsThatWeBelieveVol.1&2_2005_CI,,,
,,,Escape From Reality,BAKGROUND,SSR001: Exploration Spilling,2017,,14/05/2026,Cynthia Igbokwe,BAKGROUND_EscapeFromReality_SSR001:ExplorationSpilling_2017_CI,,,
,,,Far Away - SUUTOO His Eye Is On the Raven Remix feat. Ms. Carrie,"Kelela
SUUTOO
Ms. Carrie Stacks","RAVE:N, The Remixes ",2024,,14/05/2026,Cynthia Igbokwe,"Kelela+SUUTOO+Ms.CarrieStacks_FarAway-SUUTOOHisEyeIsOntheRavenRemixfeat.Ms.Carrie_RAVE:N,TheRemixes_2024_CI",,,
,,,Cold World,Prodigy,Product Of The 80's,2008,,14/05/2026,Cynthia Igbokwe,Prodigy_ColdWorld_ProductOfThe80's_2008_CI,,,
